time,MACD,MACD_Hist,MACD_Signal
2020-04-30,0.0517,0.5069,-0.4552
2020-04-29,-0.0758,0.5061,-0.5819
2020-04-28,-0.2731,0.4354,-0.7085
2020-04-27,-0.4212,0.3962,-0.8173
2020-04-24,-0.4798,0.4366,-0.9164
2020-04-23,-0.4733,0.5522,-1.0255
2020-04-22,-0.5875,0.5761,-1.1636
2020-04-20,-0.7053,0.6022,-1.3076
2020-04-17,-0.7844,0.6737,-1.4581
2020-04-16,-0.8891,0.7374,-1.6266
2020-04-15,-0.9519,0.8590,-1.8109
2020-04-14,-1.0680,0.9577,-2.0257
2020-04-13,-1.2577,1.0074,-2.2651
2020-04-09,-1.4938,1.0232,-2.5170
2020-04-08,-1.7285,1.0442,-2.7728
2020-04-07,-2.0682,0.9656,-3.0338
2020-04-06,-2.3760,0.8992,-3.2752
2020-04-03,-2.6924,0.8076,-3.5000
2020-04-02,-2.9727,0.7292,-3.7019
2020-04-01,-3.2984,0.5858,-3.8842
2020-03-31,-3.5420,0.4887,-4.0306
2020-03-30,-3.7941,0.3587,-4.1528
2020-03-27,-3.9896,0.2529,-4.2425
2020-03-26,-4.1392,0.1665,-4.3057
2020-03-25,-4.4298,-0.0825,-4.3473
2020-03-24,-4.7313,-0.4046,-4.3267
2020-03-23,-4.9373,-0.7117,-4.2256
2020-03-20,-4.9400,-0.8923,-4.0477
2020-03-19,-4.9327,-1.1081,-3.8246
2020-03-18,-4.8750,-1.3275,-3.5475
2020-03-17,-4.5880,-1.3723,-3.2157
2020-03-16,-4.3616,-1.4890,-2.8726
2020-03-13,-4.0143,-1.5139,-2.5003
2020-03-12,-3.7906,-1.6687,-2.1219
2020-03-11,-3.1505,-1.4458,-1.7047
2020-03-10,-2.6390,-1.2958,-1.3432
2020-03-09,-2.1504,-1.1311,-1.0193
2020-03-06,-1.3489,-0.6124,-0.7365
2020-03-05,-1.0332,-0.4498,-0.5834
2020-03-04,-0.8953,-0.4243,-0.4709
2020-03-03,-0.8497,-0.4849,-0.3649
2020-03-02,-0.7059,-0.4623,-0.2437
2020-02-28,-0.5732,-0.4452,-0.1281
2020-02-27,-0.2988,-0.2820,-0.0168
2020-02-21,0.0884,0.0347,0.0537
2020-02-20,0.1721,0.1270,0.0450
2020-02-19,0.1847,0.1714,0.0133
2020-02-18,0.1146,0.1441,-0.0296
2020-02-17,0.0876,0.1532,-0.0656
2020-02-14,0.0763,0.1802,-0.1039
2020-02-13,0.0690,0.2180,-0.1490
2020-02-12,0.0271,0.2305,-0.2034
2020-02-11,-0.0900,0.1711,-0.2611
2020-02-10,-0.1831,0.1208,-0.3038
2020-02-07,-0.2555,0.0786,-0.3340
2020-02-06,-0.3319,0.0217,-0.3537
2020-02-05,-0.4084,-0.0493,-0.3591
2020-02-04,-0.4166,-0.0698,-0.3468
2020-02-03,-0.4485,-0.1192,-0.3293
2020-01-31,-0.4073,-0.1078,-0.2995
2020-01-30,-0.3834,-0.1108,-0.2726
2020-01-29,-0.4125,-0.1676,-0.2449
2020-01-28,-0.3795,-0.1765,-0.2030
2020-01-27,-0.3461,-0.1873,-0.1588
2020-01-24,-0.2272,-0.1152,-0.1120
2020-01-23,-0.2055,-0.1223,-0.0832
2020-01-22,-0.1871,-0.1345,-0.0526
2020-01-21,-0.1394,-0.1204,-0.0190
2020-01-20,-0.0766,-0.0877,0.0111
2020-01-17,-0.0930,-0.1260,0.0330
2020-01-16,-0.0840,-0.1485,0.0645
2020-01-15,-0.0226,-0.1242,0.1016
2020-01-14,0.0664,-0.0662,0.1327
2020-01-13,0.1068,-0.0424,0.1492
2020-01-10,0.1302,-0.0296,0.1598
2020-01-09,0.1572,-0.0100,0.1672
2020-01-08,0.1762,0.0065,0.1697
2020-01-07,0.2162,0.0481,0.1681
2020-01-06,0.2101,0.0540,0.1561
2020-01-03,0.1535,0.0109,0.1426
2020-01-02,0.1848,0.0450,0.1398
2019-12-30,0.1397,0.0111,0.1286
2019-12-27,0.1615,0.0357,0.1258
2019-12-26,0.1697,0.0528,0.1169
2019-12-23,0.1247,0.0210,0.1037
2019-12-20,0.0950,-0.0034,0.0985
2019-12-19,0.1036,0.0043,0.0993
2019-12-18,0.0754,-0.0229,0.0982
2019-12-17,0.0332,-0.0708,0.1040
2019-12-16,0.0633,-0.0583,0.1217
2019-12-13,0.1447,0.0084,0.1362
2019-12-12,0.2219,0.0878,0.1341
2019-12-11,0.1606,0.0484,0.1122
2019-12-10,0.1237,0.0236,0.1001
2019-12-09,0.0758,-0.0184,0.0942
2019-12-06,0.0339,-0.0649,0.0988
2019-12-05,-0.0037,-0.1187,0.1150
2019-12-04,-0.0303,-0.1750,0.1447
2019-12-03,-0.0220,-0.2104,0.1884
2019-12-02,0.0276,-0.2135,0.2410
2019-11-29,0.0812,-0.2132,0.2944
