timestamp,open,high,low,close,volume
2020-05-04,33.2400,34.0500,32.4300,33.4100,6605700
2020-04-30,35.3000,35.7300,33.9300,34.1900,7237500
2020-04-29,35.7700,36.4600,35.3000,36.1500,9345600
2020-04-28,34.8500,35.3000,33.0200,35.2000,8541000
2020-04-27,34.0000,34.7300,32.7300,33.5000,10990100
2020-04-24,34.2600,34.8500,30.5200,32.9800,14190700
2020-04-23,37.0000,38.1900,34.6100,34.9800,10618000
2020-04-22,34.1000,37.1000,33.5700,36.5000,15233600
2020-04-20,31.2000,35.0000,30.7200,34.0000,13174700
2020-04-17,30.4500,32.2100,30.0800,32.0300,11572000
2020-04-16,30.8800,30.8800,29.3000,29.5600,10638000
2020-04-15,29.8500,31.8500,29.2900,30.1200,11246500
2020-04-14,30.5200,31.5000,29.8500,30.4900,7943900
2020-04-13,30.0000,30.4600,28.6800,29.7500,9189900
2020-04-09,32.1700,33.6000,30.1000,30.1500,14493800
2020-04-08,29.4200,33.4800,28.5400,31.9000,15164300
2020-04-07,30.8000,31.4000,28.1200,29.2200,15036500
2020-04-06,25.1500,29.0700,25.1100,28.0000,13828800
2020-04-03,25.7700,25.7700,22.5100,23.3100,13382500
2020-04-02,23.9500,26.1400,23.1400,26.1400,10220000
2020-04-01,25.4000,25.4000,23.3200,23.7000,12470300
2020-03-31,28.8400,29.3000,25.5000,26.3000,11165100
2020-03-30,31.5500,31.7900,28.3400,28.7000,10961500
2020-03-27,32.7000,32.8000,30.3000,31.3200,12357500
2020-03-26,33.7500,36.0700,32.0100,34.6900,15269600
2020-03-25,27.1000,35.2000,26.8100,34.4700,9447300
2020-03-24,26.6000,28.1500,24.8900,27.1800,17284100
2020-03-23,27.5200,28.1100,22.9500,24.1000,13311200
2020-03-20,27.0000,28.6500,25.1100,27.5500,16091700
2020-03-19,22.0000,28.5000,21.9100,26.0800,15595300
2020-03-18,24.6800,24.9900,20.6100,23.8700,24762100
2020-03-17,28.2200,28.9600,25.9400,27.7000,22965500
2020-03-16,30.2000,31.3700,27.5000,27.5000,13428500
2020-03-13,38.5000,39.6000,31.6600,36.0000,16178000
2020-03-12,30.1000,34.1800,29.0500,33.0000,12610200
2020-03-11,40.8000,41.5100,37.5000,38.9600,14354500
2020-03-10,41.1000,42.3200,39.9900,41.9500,16357100
2020-03-09,42.8000,42.8000,38.5300,39.8000,17093800
2020-03-06,46.1000,46.4500,44.1500,45.0500,14124400
2020-03-05,50.0900,50.7600,46.4300,48.2500,8690900
2020-03-04,50.5000,51.2500,50.1000,50.8000,6025400
2020-03-03,49.0000,51.6000,48.7600,49.6600,8363300
2020-03-02,48.9600,50.4300,48.8000,49.8500,7188200
2020-02-28,49.3500,49.5400,47.0600,49.5400,12145200
2020-02-27,50.0300,51.2100,49.3500,49.3500,6502300
2020-02-21,54.1300,54.6700,53.6100,54.4000,3070700
2020-02-20,54.5100,55.0000,54.2100,54.7200,3476700
2020-02-19,54.8000,55.6600,54.6600,55.0500,4292200
2020-02-18,54.8100,55.5800,54.3300,55.3000,2887900
2020-02-17,55.1500,56.1200,54.8100,55.2300,3907300
2020-02-14,54.9000,55.1900,54.2200,55.0000,2461700
2020-02-13,54.2700,55.1900,54.0200,55.0200,3222900
2020-02-12,54.2400,55.4800,53.3700,55.4800,5583000
2020-02-11,52.6800,54.2100,52.3400,54.1000,3577600
2020-02-10,53.9000,53.9000,51.7600,52.3200,4429100
2020-02-07,53.6700,54.1500,52.1800,52.9300,4852000
2020-02-06,55.7400,56.2800,53.3000,53.8400,4249900
2020-02-05,55.3000,56.2100,55.3000,55.5200,3571300
2020-02-04,55.1200,55.5000,54.4200,55.0000,3296500
2020-02-03,53.6500,55.3500,53.3300,54.4600,5589300
2020-01-31,53.1500,53.6600,52.9300,53.6300,4740100
2020-01-30,54.1700,54.1700,52.7400,53.8300,5902800
2020-01-29,52.9000,54.5500,52.7800,54.2500,5809500
2020-01-28,51.4000,53.2000,51.0300,52.9000,4592300
2020-01-27,50.4000,52.1400,49.4000,51.4400,3847100
2020-01-24,51.7000,52.1000,51.1900,51.4100,4410100
2020-01-23,49.5200,51.8300,48.7100,51.7400,7385000
2020-01-22,49.8000,49.8300,49.0300,49.8300,2387000
2020-01-21,49.4000,49.8100,48.8100,49.2000,2851200
2020-01-20,49.2900,49.9700,49.0500,49.6000,4094200
2020-01-17,49.2000,49.4900,48.7500,49.4900,2677400
2020-01-16,48.6600,49.1500,48.1000,49.1500,5642400
2020-01-15,48.0900,48.4600,47.7600,48.2100,9840800
2020-01-14,47.8400,48.2000,47.4500,48.2000,5628500
2020-01-13,48.1100,48.3900,47.7300,48.0000,6274800
2020-01-10,48.8800,49.3000,47.6000,47.8500,4512000
2020-01-09,48.3600,49.2300,48.1800,48.8200,3158300
2020-01-08,48.9400,49.4800,48.2200,48.5600,3553400
2020-01-07,48.2000,48.8000,47.8800,48.8000,4366900
